,mse,val_loss,lookback
0,0.007634744513779879,0.022488659247756004,10
1,0.007671590428799391,0.02251160331070423,10
2,0.007421819027513266,0.022475654259324074,10
3,0.007772206328809261,0.02901492267847061,10
4,0.007455207407474518,0.02242475003004074,10
5,0.0072865779511630535,0.02185184322297573,10
6,0.007294239941984415,0.02181917615234852,10
7,0.0075608822517097,0.021297981962561607,10
8,0.0072424341924488544,0.022396588698029518,10
9,0.008209859021008015,0.026087403297424316,10
10,0.00789580401033163,0.02328915148973465,10
11,0.007450306322425604,0.022520264610648155,10
12,0.007842694409191608,0.02373269759118557,10
13,0.007825647480785847,0.023173481225967407,10
14,0.007275145500898361,0.021157732233405113,10
15,0.008473269641399384,0.02308293804526329,10
16,0.007617451250553131,0.022186648100614548,10
17,0.007174190599471331,0.02193659171462059,10
18,0.007806357927620411,0.024990759789943695,10
19,0.007665976416319609,0.022368136793375015,10
20,0.007475538644939661,0.02509051188826561,10
21,0.00770399859175086,0.023129457607865334,10
22,0.007464454974979162,0.026146484538912773,10
23,0.0074848877266049385,0.02330772764980793,10
24,0.007815135642886162,0.02275712788105011,10
25,0.007559607736766338,0.024418970569968224,10
26,0.007796538528054953,0.023635491728782654,10
27,0.008203490637242794,0.0257499348372221,10
28,0.007872845977544785,0.024899417534470558,10
29,0.008071832358837128,0.022313354536890984,10
30,0.008153562434017658,0.02323748730123043,10
31,0.0076757026836276054,0.023471379652619362,10
32,0.007489812094718218,0.02339138649404049,10
33,0.007731506135314703,0.027932627126574516,10
34,0.007580558769404888,0.02582974173128605,10
35,0.007622671313583851,0.023190798237919807,10
36,0.007652854546904564,0.0223271194845438,10
37,0.007720451336354017,0.024632368236780167,10
38,0.007134560961276293,0.022030767053365707,10
39,0.007060457952320576,0.020734986290335655,10
40,0.007133870385587215,0.02942253276705742,10
41,0.007054919842630625,0.020403314381837845,10
42,0.007539738435298204,0.020697809755802155,10
43,0.007198767736554146,0.02269122563302517,10
44,0.006781375035643578,0.02104959823191166,10
45,0.008027700707316399,0.024277357384562492,10
46,0.007468132302165031,0.02235802449285984,10
47,0.007258240133523941,0.021755272522568703,10
48,0.007355615496635437,0.021757474169135094,10
49,0.00697926664724946,0.019327953457832336,10
50,0.007225395645946264,0.02331686206161976,10
51,0.0074824863113462925,0.02301122061908245,10
52,0.006968365982174873,0.022879451513290405,10
53,0.007259467151015997,0.02155832014977932,10
54,0.007900191470980644,0.02338794805109501,10
55,0.007931871339678764,0.024272307753562927,10
56,0.007535556796938181,0.02218926139175892,10
57,0.007467960473150015,0.020737526938319206,10
58,0.007629540283232927,0.020424185320734978,10
59,0.007621397264301777,0.0214063823223114,10
60,0.007311851251870394,0.021185921505093575,10
61,0.00716177886351943,0.021712426096200943,10
62,0.00707235187292099,0.021836325526237488,10
63,0.00804521981626749,0.023226702585816383,10
64,0.00842717383056879,0.023212501779198647,10
65,0.0077410307712852955,0.0218174047768116,10
66,0.007543804123997688,0.021613668650388718,10
67,0.007576263044029474,0.023663483560085297,10
68,0.007169502787292004,0.02310359477996826,10
69,0.007433915976434946,0.021201573312282562,10
70,0.007548177614808083,0.021892035380005836,10
71,0.007193790283054113,0.02047235704958439,10
72,0.006622168701142073,0.016126831993460655,10
73,0.00642680237069726,0.019382990896701813,10
74,0.0062485611997544765,0.0165119506418705,10
75,0.006703878752887249,0.020689042285084724,10
76,0.006358254235237837,0.016693055629730225,10
77,0.006196852773427963,0.015587692148983479,10
78,0.006654362194240093,0.02129318006336689,10
79,0.006484895944595337,0.017733927816152573,10
80,0.006118530407547951,0.019022226333618164,10
81,0.006831454578787088,0.018440231680870056,10
82,0.006691208109259605,0.018922079354524612,10
83,0.006555742118507624,0.016604188829660416,10
84,0.007199188228696585,0.01798088476061821,10
85,0.006783348508179188,0.01962331123650074,10
86,0.006517034024000168,0.017349816858768463,10
87,0.00751008465886116,0.019438287243247032,10
88,0.00682902941480279,0.018990658223628998,10
89,0.00666528707370162,0.01760529913008213,10
90,0.006779324263334274,0.02004900947213173,10
91,0.006334875710308552,0.017806490883231163,10
92,0.006312960758805275,0.018972262740135193,10
93,0.006817587185651064,0.01978013664484024,10
94,0.006355917546898127,0.015935953706502914,10
95,0.006189949810504913,0.016543740406632423,10
96,0.006925384514033794,0.018753796815872192,10
97,0.006722778081893921,0.016359010711312294,10
98,0.0067434790544211864,0.01842319779098034,10
99,0.007028224878013134,0.02026653103530407,10
100,0.006714183371514082,0.0179896280169487,10
101,0.006528394762426615,0.016216034069657326,10
102,0.0072951954789459705,0.018304990604519844,10
103,0.007046968676149845,0.016878506168723106,10
104,0.006630714982748032,0.020789040252566338,10
105,0.007514104247093201,0.019572069868445396,10
106,0.006952171213924885,0.016019949689507484,10
107,0.006716715171933174,0.01613125018775463,10
108,0.00600804015994072,0.01790260151028633,10
109,0.005962813273072243,0.0178210511803627,10
110,0.005886706057935953,0.021571103483438492,10
111,0.005897796247154474,0.017044860869646072,10
112,0.005886607803404331,0.018863974139094353,10
113,0.005724612157791853,0.02000889740884304,10
114,0.005807305686175823,0.018957192078232765,10
115,0.005691298749297857,0.017640935257077217,10
116,0.005601805634796619,0.015659149736166,10
117,0.0062021114863455296,0.020227547734975815,10
118,0.006107368040829897,0.017794152721762657,10
119,0.005870829336345196,0.019248558208346367,10
120,0.006129721645265818,0.018643004819750786,10
121,0.00590704008936882,0.02105240896344185,10
122,0.005884345155209303,0.01854773238301277,10
123,0.005951528437435627,0.016168231144547462,10
124,0.00577436201274395,0.018076283857226372,10
125,0.005809641908854246,0.01879291422665119,10
126,0.006089060567319393,0.017857225611805916,10
127,0.0060728308744728565,0.02227669022977352,10
128,0.006097806617617607,0.018172666430473328,10
129,0.006088784895837307,0.019916679710149765,10
130,0.005922340322285891,0.018217600882053375,10
131,0.005782353691756725,0.017750028520822525,10
132,0.0058256471529603004,0.018226999789476395,10
133,0.00574009632691741,0.02104083262383938,10
134,0.005570439156144857,0.01481060404330492,10
135,0.006446037441492081,0.022274712100625038,10
136,0.006112249568104744,0.018878834322094917,10
137,0.006019402761012316,0.018367081880569458,10
138,0.006078812759369612,0.017710523679852486,10
139,0.006079967599362135,0.01832602359354496,10
140,0.00604096008464694,0.017811303958296776,10
141,0.006326070986688137,0.019193943589925766,10
142,0.005704072769731283,0.01633591763675213,10
143,0.005681405775249004,0.01602299138903618,10
144,0.007443784270435572,0.029943304136395454,20
145,0.0072433981113135815,0.028213245794177055,20
146,0.007168106269091368,0.02633204124867916,20
147,0.007536877878010273,0.0335681214928627,20
148,0.007138642482459545,0.026513423770666122,20
149,0.007143707945942879,0.02328513003885746,20
150,0.007833742536604404,0.02915078215301037,20
151,0.007457568775862455,0.02525544911623001,20
152,0.006995385512709618,0.029710844159126282,20
