,base_lag0,base_1d_lag0,temp_1h_lag0,temp_1h_lag1,glob_1h_lag1,glob_1h_lag2,glob_1h_lag3,rain_1h_lag0,rain_1h_lag1,bf15_1h_lag0,schmelz_1h_lag0,schmelz_1h_lag1,rain_1h_prog_lag-6,glob_1h_prog_lag-6,temp_1h_prog_lag-6,yearday_sin,yearday_cos
2022-10-02 16:00:00+01:00,4.1999998092651,4.1999998092651,12.99791666666665,13.177083333333325,232.1958333333335,205.90937500000024,34.93020833333336,0.0,0.80125,1.0896666666666674,0.0,0.0,0.0,26.49375,10.0075,-0.9994557508065917,0.032987909597791853
2022-10-02 20:00:00+01:00,4.1999998092651,4.1999998092651,10.95833333333332,12.99791666666665,28.414583333333375,232.1958333333335,205.90937500000024,1.385833333333336,0.0,1.1154583333333326,0.0,0.0,0.0,0.0,7.625,-0.9993569940530665,0.035855242813557196
2022-10-03 00:00:00+01:00,4.1999998092651,4.1999998092651,8.935416666666677,10.95833333333332,0.0,28.414583333333375,232.1958333333335,1.5625000000000004,1.385833333333336,1.22875,0.0,0.0,0.0,0.0,3.6999999999999997,-0.9992500112396835,0.03872228089217399
2022-10-03 04:00:00+01:00,4.1999998092651,4.1999998092651,8.11250000000001,8.935416666666677,0.0,0.0,28.414583333333375,0.0,1.5625000000000004,1.189166666666665,0.0,0.0,0.0,49.8875,3.4875,-0.9991348032470558,0.04158900023404159
2022-10-03 08:00:00+01:00,4.1999998092651,4.1999998092651,8.93333333333334,8.11250000000001,32.98020833333339,0.0,0.0,0.0,0.0,1.0217291666666675,0.0,0.0,0.0,362.11875,10.9525,-0.9990113710235011,0.044455377242180336
2022-10-03 12:00:00+01:00,4.1999998092651,4.1999998092651,10.16666666666668,8.93333333333334,295.95520833333376,32.98020833333339,0.0,0.0,0.0,0.9967708333333345,0.0,0.0,0.0,375.93125,15.2775,-0.9988797155850336,0.047321388322431955
2022-10-03 16:00:00+01:00,4.1999998092651,4.1999998092651,9.566666666666665,10.16666666666668,268.8333333333335,295.95520833333376,32.98020833333339,0.0,0.0,0.9930000000000008,0.0,0.0,0.0,31.637500000000003,13.0425,-0.9987398380153556,0.05018700988364762
2022-10-03 20:00:00+01:00,4.1999998092651,4.1999998092651,8.08750000000001,9.566666666666665,18.0604166666667,268.8333333333335,295.95520833333376,0.0012500000000000024,0.0,0.9930208333333342,0.0,0.0,0.0,0.0,10.8375,-0.9985917394658487,0.05305221833788387
2022-10-04 00:00:00+01:00,4.1999998092651,4.1999998092651,6.175000000000005,8.08750000000001,0.0,18.0604166666667,268.8333333333335,0.0004166666666666675,0.0012500000000000024,0.9928750000000007,0.0,0.0,0.0,0.0,11.8575,-0.9984354211555643,0.05591699010060302
2022-10-04 04:00:00+01:00,4.1999998092651,4.1999998092651,5.93958333333334,6.175000000000005,0.0,0.0,18.0604166666667,0.0,0.0004166666666666675,0.992833333333334,0.0,0.0,0.0,60.91875,11.0075,-0.9982708843712136,0.058781301590855706
2022-10-04 08:00:00+01:00,4.1999998092651,4.1999998092651,9.560416666666654,5.93958333333334,36.65312499999992,0.0,0.0,0.0,0.0,0.9970625000000011,0.0,0.0,0.0,443.1875,17.34,-0.9980981304671568,0.06164512923148479
2022-10-04 12:00:00+01:00,4.1999998092651,4.1999998092651,13.05,9.560416666666654,360.6489583333337,36.65312499999992,0.0,0.0,0.0,0.990250000000001,0.0,0.0,0.0,407.5375,19.785,-0.9979171608653922,0.06450844944931677
2022-10-04 16:00:00+01:00,4.1999998092651,4.1999998092651,11.702083333333348,13.05,427.09687500000047,360.6489583333337,36.65312499999992,0.0,0.0,0.9863541666666678,0.0,0.0,0.0,31.40625,17.2375,-0.9977279770555445,0.06737123867534958
2022-10-04 20:00:00+01:00,4.1999998092651,4.1999998092651,10.51041666666665,11.702083333333348,32.9718750000001,427.09687500000047,360.6489583333337,0.0,0.0,0.9865000000000013,0.0,0.0,0.0,0.0,14.98,-0.9975305805948523,0.07023347334495728
2022-10-05 00:00:00+01:00,4.1999998092651,4.1999998092651,10.64791666666665,10.51041666666665,0.0,32.9718750000001,427.09687500000047,0.0,0.0,0.986750000000001,0.0,0.0,0.0,0.0,12.907499999999999,-0.9973249731081556,0.07309512989807687
2022-10-05 04:00:00+01:00,4.1999998092651,4.1999998092651,10.770833333333325,10.64791666666665,0.0,0.0,32.9718750000001,0.0,0.0,0.9869375000000007,0.0,0.0,0.0,59.775,11.7375,-0.9971111562878819,0.07595618477940494
